customer_id,session_id,journey_id,journey_type,customer_segment,age_group,channel,device_type,step_name,step_order,step_duration_seconds,error_count,support_contact,timestamp,completed,abandoned,abandonment_reason
CUST001894,SESS000011,JRNY000011,bank_transfer,new_customer,60+,mobile_app,mobile,confirmation,6,4.2,0,False,2026-03-03 05:25:17.057285002,True,False,
CUST002230,SESS000012,JRNY000012,bank_transfer,existing_customer,26-35,mobile_app,mobile,login,1,4.5,0,False,2026-03-03 05:23:27.339203421,True,False,
CUST002230,SESS000012,JRNY000012,bank_transfer,existing_customer,26-35,mobile_app,mobile,service_selection,2,4.6,0,False,2026-03-03 05:23:34.501741212,True,False,
CUST002230,SESS000012,JRNY000012,bank_transfer,existing_customer,26-35,mobile_app,mobile,recipient_details,3,39.5,0,False,2026-03-03 05:24:17.456401050,True,False,
CUST002230,SESS000012,JRNY000012,bank_transfer,existing_customer,26-35,mobile_app,mobile,amount_entry,4,141.7,1,True,2026-03-03 05:26:40.915750276,True,False,
CUST002230,SESS000012,JRNY000012,bank_transfer,existing_customer,26-35,mobile_app,mobile,otp_verification,5,34.0,0,False,2026-03-03 05:27:16.486026081,True,False,
CUST002230,SESS000012,JRNY000012,bank_transfer,existing_customer,26-35,mobile_app,mobile,confirmation,6,8.4,0,False,2026-03-03 05:27:28.453487018,True,False,
CUST001914,SESS000013,JRNY000013,bank_transfer,existing_customer,36-45,web_browser,tablet,login,1,4.5,0,False,2026-03-03 05:44:52.937124947,True,False,
CUST001914,SESS000013,JRNY000013,bank_transfer,existing_customer,36-45,web_browser,tablet,service_selection,2,19.4,0,False,2026-03-03 05:45:16.222494582,True,False,
CUST001914,SESS000013,JRNY000013,bank_transfer,existing_customer,36-45,web_browser,tablet,recipient_details,3,43.1,0,False,2026-03-03 05:46:02.342880611,True,False,
CUST001914,SESS000013,JRNY000013,bank_transfer,existing_customer,36-45,web_browser,tablet,amount_entry,4,12.7,0,False,2026-03-03 05:46:18.164248657,True,False,
CUST001914,SESS000013,JRNY000013,bank_transfer,existing_customer,36-45,web_browser,tablet,otp_verification,5,30.5,0,False,2026-03-03 05:46:52.382324353,True,False,
CUST001914,SESS000013,JRNY000013,bank_transfer,existing_customer,36-45,web_browser,tablet,confirmation,6,12.9,0,False,2026-03-03 05:47:06.520901952,True,False,
CUST002154,SESS000014,JRNY000014,account_opening,existing_customer,26-35,mobile_app,mobile,login,1,9.9,0,False,2026-03-03 05:48:00.033663127,True,False,
CUST002154,SESS000014,JRNY000014,account_opening,existing_customer,26-35,mobile_app,mobile,service_selection,2,120.1,0,True,2026-03-03 05:50:03.783474592,True,False,
CUST002154,SESS000014,JRNY000014,account_opening,existing_customer,26-35,mobile_app,mobile,personal_information,3,22.4,0,False,2026-03-03 05:50:28.666655659,True,False,
CUST002154,SESS000014,JRNY000014,account_opening,existing_customer,26-35,mobile_app,mobile,document_upload,4,71.0,0,False,2026-03-03 05:51:41.878226252,True,False,
CUST002154,SESS000014,JRNY000014,account_opening,existing_customer,26-35,mobile_app,mobile,identity_verification,5,34.6,0,False,2026-03-03 05:52:19.201185946,True,False,
CUST002154,SESS000014,JRNY000014,account_opening,existing_customer,26-35,mobile_app,mobile,confirmation,6,6.6,0,False,2026-03-03 05:52:29.027799081,True,False,
CUST002201,SESS000015,JRNY000015,bank_transfer,new_customer,26-35,web_browser,desktop,login,1,6.6,0,False,2026-03-03 05:57:49.231388112,True,False,
CUST002201,SESS000015,JRNY000015,bank_transfer,new_customer,26-35,web_browser,desktop,service_selection,2,10.5,0,False,2026-03-03 05:58:02.443825812,True,False,
CUST002201,SESS000015,JRNY000015,bank_transfer,new_customer,26-35,web_browser,desktop,recipient_details,3,28.1,0,False,2026-03-03 05:58:33.747126958,True,False,
CUST002201,SESS000015,JRNY000015,bank_transfer,new_customer,26-35,web_browser,desktop,amount_entry,4,27.9,0,False,2026-03-03 05:59:03.778669926,True,False,
CUST002201,SESS000015,JRNY000015,bank_transfer,new_customer,26-35,web_browser,desktop,otp_verification,5,202.8,1,True,2026-03-03 06:02:28.050286078,True,False,
CUST002201,SESS000015,JRNY000015,bank_transfer,new_customer,26-35,web_browser,desktop,confirmation,6,133.7,0,True,2026-03-03 06:04:43.351737562,True,False,
CUST003879,SESS000016,JRNY000016,personal_data_update,new_customer,60+,web_browser,desktop,login,1,6.3,0,False,2026-03-03 06:26:00.455607987,True,False,
CUST003879,SESS000016,JRNY000016,personal_data_update,new_customer,60+,web_browser,desktop,service_selection,2,14.4,0,False,2026-03-03 06:26:18.170696411,True,False,
CUST003879,SESS000016,JRNY000016,personal_data_update,new_customer,60+,web_browser,desktop,update_information,3,29.1,0,False,2026-03-03 06:26:48.424510769,True,False,
CUST003879,SESS000016,JRNY000016,personal_data_update,new_customer,60+,web_browser,desktop,identity_verification,4,159.8,2,True,2026-03-03 06:29:30.520571103,True,False,
CUST003879,SESS000016,JRNY000016,personal_data_update,new_customer,60+,web_browser,desktop,confirmation,5,5.5,0,False,2026-03-03 06:29:37.461802573,True,False,
CUST000741,SESS000017,JRNY000017,account_opening,new_customer,46-60,branch_assisted_digital,desktop,login,1,173.8,0,True,2026-03-03 06:56:00.108231122,True,False,
CUST000741,SESS000017,JRNY000017,account_opening,new_customer,46-60,branch_assisted_digital,desktop,service_selection,2,8.2,0,False,2026-03-03 06:56:11.068524870,True,False,
CUST000741,SESS000017,JRNY000017,account_opening,new_customer,46-60,branch_assisted_digital,desktop,personal_information,3,31.3,0,False,2026-03-03 06:56:45.060227773,True,False,
CUST000741,SESS000017,JRNY000017,account_opening,new_customer,46-60,branch_assisted_digital,desktop,document_upload,4,53.9,0,False,2026-03-03 06:57:41.377953717,True,False,
CUST000741,SESS000017,JRNY000017,account_opening,new_customer,46-60,branch_assisted_digital,desktop,identity_verification,5,42.4,2,False,2026-03-03 06:58:25.696273101,True,False,
CUST000741,SESS000017,JRNY000017,account_opening,new_customer,46-60,branch_assisted_digital,desktop,confirmation,6,15.8,0,False,2026-03-03 06:58:44.527600493,True,False,
CUST000487,SESS000018,JRNY000018,account_opening,existing_customer,36-45,mobile_app,mobile,login,1,4.8,0,False,2026-03-03 08:17:07.680831968,True,False,
CUST000487,SESS000018,JRNY000018,account_opening,existing_customer,36-45,mobile_app,mobile,service_selection,2,13.3,0,False,2026-03-03 08:17:22.245589434,True,False,
CUST000487,SESS000018,JRNY000018,account_opening,existing_customer,36-45,mobile_app,mobile,personal_information,3,40.9,0,False,2026-03-03 08:18:04.438703425,True,False,
CUST000487,SESS000018,JRNY000018,account_opening,existing_customer,36-45,mobile_app,mobile,document_upload,4,62.3,1,False,2026-03-03 08:19:08.467360662,True,False,
CUST000487,SESS000018,JRNY000018,account_opening,existing_customer,36-45,mobile_app,mobile,identity_verification,5,45.8,0,False,2026-03-03 08:19:57.156235832,True,False,
CUST000487,SESS000018,JRNY000018,account_opening,existing_customer,36-45,mobile_app,mobile,confirmation,6,7.5,0,False,2026-03-03 08:20:07.973509070,True,False,
CUST002612,SESS000019,JRNY000019,bank_transfer,existing_customer,46-60,mobile_app,desktop,login,1,9.5,0,False,2026-03-03 08:27:44.395853932,True,False,
CUST002612,SESS000019,JRNY000019,bank_transfer,existing_customer,46-60,mobile_app,desktop,service_selection,2,6.5,0,False,2026-03-03 08:27:54.762896272,True,False,
CUST002612,SESS000019,JRNY000019,bank_transfer,existing_customer,46-60,mobile_app,desktop,recipient_details,3,21.0,0,False,2026-03-03 08:28:19.060018097,True,False,
CUST002612,SESS000019,JRNY000019,bank_transfer,existing_customer,46-60,mobile_app,desktop,amount_entry,4,16.8,0,False,2026-03-03 08:28:37.977387967,True,False,
CUST002612,SESS000019,JRNY000019,bank_transfer,existing_customer,46-60,mobile_app,desktop,otp_verification,5,24.6,0,False,2026-03-03 08:29:06.174790364,True,False,
CUST002612,SESS000019,JRNY000019,bank_transfer,existing_customer,46-60,mobile_app,desktop,confirmation,6,10.6,0,False,2026-03-03 08:29:18.419784929,True,False,
CUST000464,SESS000020,JRNY000020,account_opening,existing_customer,46-60,web_browser,desktop,login,1,15.2,0,False,2026-03-03 08:41:42.084293588,True,False,
CUST000464,SESS000020,JRNY000020,account_opening,existing_customer,46-60,web_browser,desktop,service_selection,2,5.5,0,False,2026-03-03 08:41:49.691888380,True,False,
CUST000464,SESS000020,JRNY000020,account_opening,existing_customer,46-60,web_browser,desktop,personal_information,3,32.8,0,False,2026-03-03 08:42:23.793573816,True,False,
CUST000464,SESS000020,JRNY000020,account_opening,existing_customer,46-60,web_browser,desktop,document_upload,4,102.3,0,False,2026-03-03 08:44:09.287190955,True,False,
CUST000464,SESS000020,JRNY000020,account_opening,existing_customer,46-60,web_browser,desktop,identity_verification,5,41.7,0,False,2026-03-03 08:44:52.491097165,True,False,
CUST000464,SESS000020,JRNY000020,account_opening,existing_customer,46-60,web_browser,desktop,confirmation,6,6.7,0,False,2026-03-03 08:45:02.862915433,True,False,
CUST003243,SESS000021,JRNY000021,bank_transfer,premium_customer,46-60,web_browser,mobile,login,1,10.5,0,False,2026-03-03 08:45:56.053199280,True,False,
CUST003243,SESS000021,JRNY000021,bank_transfer,premium_customer,46-60,web_browser,mobile,service_selection,2,10.4,0,False,2026-03-03 08:46:08.125443951,True,False,
CUST003243,SESS000021,JRNY000021,bank_transfer,premium_customer,46-60,web_browser,mobile,recipient_details,3,14.1,0,False,2026-03-03 08:46:23.416495427,True,False,
CUST003243,SESS000021,JRNY000021,bank_transfer,premium_customer,46-60,web_browser,mobile,amount_entry,4,20.0,0,False,2026-03-03 08:46:46.873970419,True,False,
CUST003243,SESS000021,JRNY000021,bank_transfer,premium_customer,46-60,web_browser,mobile,otp_verification,5,33.5,0,False,2026-03-03 08:47:22.890976150,True,False,
CUST003243,SESS000021,JRNY000021,bank_transfer,premium_customer,46-60,web_browser,mobile,confirmation,6,3.0,0,False,2026-03-03 08:47:27.561598521,True,False,
CUST002737,SESS000022,JRNY000022,bank_transfer,new_customer,18-25,mobile_app,mobile,login,1,177.0,0,True,2026-03-03 08:55:51.474354859,True,False,
CUST002737,SESS000022,JRNY000022,bank_transfer,new_customer,18-25,mobile_app,mobile,service_selection,2,7.5,0,False,2026-03-03 08:56:00.375281718,True,False,
CUST002737,SESS000022,JRNY000022,bank_transfer,new_customer,18-25,mobile_app,mobile,recipient_details,3,34.8,0,False,2026-03-03 08:56:36.977951768,True,False,
CUST002737,SESS000022,JRNY000022,bank_transfer,new_customer,18-25,mobile_app,mobile,amount_entry,4,17.2,1,False,2026-03-03 08:56:58.089347111,True,False,
CUST002737,SESS000022,JRNY000022,bank_transfer,new_customer,18-25,mobile_app,mobile,otp_verification,5,34.5,0,False,2026-03-03 08:57:36.368527968,True,False,
CUST002737,SESS000022,JRNY000022,bank_transfer,new_customer,18-25,mobile_app,mobile,confirmation,6,83.9,1,True,2026-03-03 08:59:03.962330028,True,False,
CUST001019,SESS000023,JRNY000023,credit_application,new_customer,18-25,mobile_app,mobile,login,1,10.8,0,False,2026-03-03 09:08:47.970705128,False,True,too_long_or_complex
CUST001019,SESS000023,JRNY000023,credit_application,new_customer,18-25,mobile_app,mobile,service_selection,2,95.0,0,True,2026-03-03 09:10:24.572874143,False,True,too_long_or_complex
CUST001019,SESS000023,JRNY000023,credit_application,new_customer,18-25,mobile_app,mobile,personal_information,3,51.7,1,False,2026-03-03 09:11:17.392788159,False,True,too_long_or_complex
CUST001019,SESS000023,JRNY000023,credit_application,new_customer,18-25,mobile_app,mobile,income_details,4,65.7,1,False,2026-03-03 09:12:25.327494546,False,True,too_long_or_complex
CUST001019,SESS000023,JRNY000023,credit_application,new_customer,18-25,mobile_app,mobile,loan_terms_selection,5,65.6,0,False,2026-03-03 09:13:33.480634133,False,True,too_long_or_complex
CUST001019,SESS000023,JRNY000023,credit_application,new_customer,18-25,mobile_app,mobile,credit_check_verification,6,37.8,1,False,2026-03-03 09:14:13.420451944,False,True,too_long_or_complex
CUST001682,SESS000024,JRNY000024,bank_transfer,existing_customer,60+,mobile_app,mobile,login,1,5.8,0,False,2026-03-03 09:34:54.646495829,False,True,changed_mind
CUST001314,SESS000025,JRNY000025,personal_data_update,new_customer,26-35,mobile_app,mobile,login,1,10.5,0,False,2026-03-03 09:51:32.897676532,True,False,
CUST001314,SESS000025,JRNY000025,personal_data_update,new_customer,26-35,mobile_app,mobile,service_selection,2,3.4,0,False,2026-03-03 09:51:38.119480905,True,False,
CUST001314,SESS000025,JRNY000025,personal_data_update,new_customer,26-35,mobile_app,mobile,update_information,3,44.0,0,False,2026-03-03 09:52:24.267206247,True,False,
CUST001314,SESS000025,JRNY000025,personal_data_update,new_customer,26-35,mobile_app,mobile,identity_verification,4,64.1,0,False,2026-03-03 09:53:31.498022573,True,False,
CUST001314,SESS000025,JRNY000025,personal_data_update,new_customer,26-35,mobile_app,mobile,confirmation,5,12.5,0,False,2026-03-03 09:53:47.036938927,True,False,
CUST000179,SESS000026,JRNY000026,bank_transfer,premium_customer,26-35,mobile_app,tablet,login,1,7.7,0,False,2026-03-03 10:20:16.429626539,True,False,
CUST000179,SESS000026,JRNY000026,bank_transfer,premium_customer,26-35,mobile_app,tablet,service_selection,2,11.4,0,False,2026-03-03 10:20:29.576475339,True,False,
CUST000179,SESS000026,JRNY000026,bank_transfer,premium_customer,26-35,mobile_app,tablet,recipient_details,3,34.5,0,False,2026-03-03 10:21:05.501360271,True,False,
CUST000179,SESS000026,JRNY000026,bank_transfer,premium_customer,26-35,mobile_app,tablet,amount_entry,4,16.0,0,False,2026-03-03 10:21:25.019492416,True,False,
CUST000179,SESS000026,JRNY000026,bank_transfer,premium_customer,26-35,mobile_app,tablet,otp_verification,5,16.5,0,False,2026-03-03 10:21:43.056745812,True,False,
CUST000179,SESS000026,JRNY000026,bank_transfer,premium_customer,26-35,mobile_app,tablet,confirmation,6,10.4,0,False,2026-03-03 10:21:55.897234700,True,False,
CUST002418,SESS000027,JRNY000027,bank_transfer,existing_customer,36-45,web_browser,mobile,login,1,9.9,0,False,2026-03-03 10:57:04.090047617,True,False,
CUST002418,SESS000027,JRNY000027,bank_transfer,existing_customer,36-45,web_browser,mobile,service_selection,2,12.5,0,False,2026-03-03 10:57:19.756035577,True,False,
CUST002418,SESS000027,JRNY000027,bank_transfer,existing_customer,36-45,web_browser,mobile,recipient_details,3,104.4,0,True,2026-03-03 10:59:06.348538172,True,False,
CUST002418,SESS000027,JRNY000027,bank_transfer,existing_customer,36-45,web_browser,mobile,amount_entry,4,13.9,0,False,2026-03-03 10:59:23.698925014,True,False,
CUST002418,SESS000027,JRNY000027,bank_transfer,existing_customer,36-45,web_browser,mobile,otp_verification,5,19.9,0,False,2026-03-03 10:59:45.261776922,True,False,
CUST002418,SESS000027,JRNY000027,bank_transfer,existing_customer,36-45,web_browser,mobile,confirmation,6,8.6,0,False,2026-03-03 10:59:54.870158690,True,False,
CUST001699,SESS000028,JRNY000028,personal_data_update,premium_customer,36-45,web_browser,desktop,login,1,6.5,0,False,2026-03-03 11:30:59.594736378,True,False,
CUST001699,SESS000028,JRNY000028,personal_data_update,premium_customer,36-45,web_browser,desktop,service_selection,2,5.6,0,False,2026-03-03 11:31:08.157977483,True,False,
CUST001699,SESS000028,JRNY000028,personal_data_update,premium_customer,36-45,web_browser,desktop,update_information,3,26.1,0,False,2026-03-03 11:31:36.001361550,True,False,
CUST001699,SESS000028,JRNY000028,personal_data_update,premium_customer,36-45,web_browser,desktop,identity_verification,4,10.9,0,False,2026-03-03 11:31:48.589126458,True,False,
CUST001699,SESS000028,JRNY000028,personal_data_update,premium_customer,36-45,web_browser,desktop,confirmation,5,7.6,0,False,2026-03-03 11:31:59.037399709,True,False,
CUST000394,SESS000029,JRNY000029,bank_transfer,existing_customer,18-25,mobile_app,mobile,login,1,8.9,0,False,2026-03-03 12:30:03.740737753,True,False,
CUST000394,SESS000029,JRNY000029,bank_transfer,existing_customer,18-25,mobile_app,mobile,service_selection,2,18.6,0,False,2026-03-03 12:30:25.301489679,True,False,
CUST000394,SESS000029,JRNY000029,bank_transfer,existing_customer,18-25,mobile_app,mobile,recipient_details,3,34.0,0,False,2026-03-03 12:31:02.000751730,True,False,
CUST000394,SESS000029,JRNY000029,bank_transfer,existing_customer,18-25,mobile_app,mobile,amount_entry,4,32.0,0,False,2026-03-03 12:31:35.423778772,True,False,
CUST000394,SESS000029,JRNY000029,bank_transfer,existing_customer,18-25,mobile_app,mobile,otp_verification,5,26.5,2,False,2026-03-03 12:32:05.289595463,True,False,
CUST000394,SESS000029,JRNY000029,bank_transfer,existing_customer,18-25,mobile_app,mobile,confirmation,6,9.8,0,False,2026-03-03 12:32:17.207564488,True,False,
CUST003252,SESS000030,JRNY000030,personal_data_update,existing_customer,26-35,branch_assisted_digital,mobile,login,1,6.5,0,False,2026-03-03 12:45:54.362821770,True,False,
CUST003252,SESS000030,JRNY000030,personal_data_update,existing_customer,26-35,branch_assisted_digital,mobile,service_selection,2,14.2,0,False,2026-03-03 12:46:09.835761448,True,False,
CUST003252,SESS000030,JRNY000030,personal_data_update,existing_customer,26-35,branch_assisted_digital,mobile,update_information,3,36.5,0,False,2026-03-03 12:46:48.427619342,True,False,
CUST003252,SESS000030,JRNY000030,personal_data_update,existing_customer,26-35,branch_assisted_digital,mobile,identity_verification,4,55.0,1,False,2026-03-03 12:47:45.744414641,True,False,
CUST003252,SESS000030,JRNY000030,personal_data_update,existing_customer,26-35,branch_assisted_digital,mobile,confirmation,5,7.0,0,False,2026-03-03 12:47:56.716062014,True,False,
CUST003882,SESS000031,JRNY000031,account_opening,premium_customer,46-60,web_browser,desktop,login,1,9.3,0,False,2026-03-03 12:50:28.282895315,True,False,
CUST003882,SESS000031,JRNY000031,account_opening,premium_customer,46-60,web_browser,desktop,service_selection,2,12.7,0,False,2026-03-03 12:50:43.977888429,True,False,
CUST003882,SESS000031,JRNY000031,account_opening,premium_customer,46-60,web_browser,desktop,personal_information,3,43.3,0,False,2026-03-03 12:51:30.772028045,True,False,
CUST003882,SESS000031,JRNY000031,account_opening,premium_customer,46-60,web_browser,desktop,document_upload,4,140.0,0,True,2026-03-03 12:53:54.388468299,True,False,
